B3DB_RF_BBB-,B3DB_GraphSAGE_BBB-,BBBP_RF_BBB-,BBBP_GraphSAGE_BBB-,B3DB_RF_BBB+,B3DB_GraphSAGE_BBB+,BBBP_RF_BBB+,BBBP_GraphSAGE_BBB+
29.45 ,28.57 ,,,14.59 ,15.83 ,8.85 ,9.16 
29.45 ,28.57 ,,,14.58 ,15.82 ,8.85 ,9.16 
29.45 ,28.52 ,,,14.56 ,15.77 ,8.83 ,9.14 
28.84 ,28.52 ,,,14.51 ,15.77 ,8.82 ,9.13 
28.81 ,28.52 ,,,14.51 ,15.75 ,8.80 ,9.13 
28.81 ,28.52 ,,,14.51 ,15.75 ,8.79 ,9.12 
28.81 ,28.52 ,,,14.49 ,15.75 ,8.79 ,9.12 
28.81 ,28.52 ,,,14.49 ,15.75 ,8.79 ,9.12 
28.81 ,28.52 ,,,14.49 ,15.75 ,8.78 ,9.11 
28.81 ,28.52 ,,,14.49 ,15.75 ,8.78 ,9.09 
28.81 ,28.49 ,,,14.48 ,15.75 ,8.77 ,9.07 
28.71 ,28.49 ,,,14.46 ,15.75 ,8.76 ,9.05 
28.56 ,28.46 ,,,14.46 ,15.75 ,8.76 ,9.05 
28.56 ,28.45 ,,,14.46 ,15.75 ,8.75 ,9.04 
28.56 ,28.43 ,,,14.46 ,15.75 ,8.74 ,9.02 
28.24 ,28.43 ,,,14.45 ,15.75 ,8.73 ,9.02 
28.15 ,28.43 ,,,14.45 ,15.75 ,8.73 ,9.01 
28.15 ,28.43 ,,,14.45 ,15.75 ,8.73 ,8.99 
28.15 ,28.39 ,,,14.45 ,15.74 ,8.73 ,8.96 
28.15 ,28.34 ,,,14.43 ,15.73 ,8.72 ,8.94 
28.13 ,28.28 ,,,14.43 ,15.73 ,8.72 ,8.93 
28.06 ,28.17 ,,,14.43 ,15.73 ,8.71 ,8.91 
28.06 ,28.10 ,,,14.43 ,15.68 ,8.71 ,8.89 
28.06 ,28.06 ,,,14.41 ,15.67 ,8.71 ,8.85 
28.06 ,28.06 ,,,14.41 ,15.67 ,8.71 ,8.84 
28.06 ,28.06 ,,,14.41 ,15.65 ,8.70 ,8.83 
28.02 ,28.06 ,,,14.41 ,15.65 ,8.70 ,8.82 
28.02 ,27.99 ,,,14.40 ,15.65 ,8.70 ,8.77 
27.81 ,27.99 ,,,14.40 ,15.65 ,8.69 ,8.74 
27.81 ,27.96 ,,,14.40 ,15.64 ,8.68 ,8.73 
27.81 ,27.96 ,,,14.40 ,15.62 ,8.67 ,8.71 
27.81 ,27.93 ,,,14.40 ,15.62 ,8.67 ,8.68 
27.81 ,27.93 ,,,14.39 ,15.62 ,8.67 ,8.68 
27.81 ,27.93 ,,,14.39 ,15.59 ,8.67 ,8.67 
27.81 ,27.93 ,,,14.36 ,15.57 ,8.66 ,8.67 
27.81 ,27.93 ,,,14.36 ,15.57 ,8.66 ,8.65 
27.72 ,27.85 ,,,14.36 ,15.57 ,8.65 ,8.63 
27.57 ,27.85 ,,,14.36 ,15.57 ,8.64 ,8.63 
27.57 ,27.85 ,,,14.36 ,15.57 ,8.63 ,8.62 
27.57 ,27.85 ,,,14.35 ,15.57 ,8.63 ,8.60 
27.57 ,27.82 ,,,14.35 ,15.57 ,8.62 ,8.59 
27.57 ,27.81 ,,,14.32 ,15.57 ,8.62 ,8.58 
27.38 ,27.48 ,,,14.32 ,15.56 ,8.61 ,8.56 
27.38 ,27.48 ,,,14.31 ,15.56 ,8.61 ,8.53 
27.38 ,27.48 ,,,14.29 ,15.56 ,8.61 ,8.51 
27.38 ,27.48 ,,,14.29 ,15.56 ,8.61 ,8.50 
27.38 ,27.27 ,,,14.29 ,15.56 ,8.60 ,8.50 
27.38 ,27.27 ,,,14.29 ,15.56 ,8.60 ,8.48 
27.26 ,27.27 ,,,14.29 ,15.53 ,8.60 ,8.42 
27.24 ,27.27 ,,,14.29 ,15.53 ,8.59 ,8.38 
27.17 ,27.27 ,,,14.29 ,15.53 ,8.57 ,8.37 
27.17 ,27.24 ,,,14.28 ,15.48 ,8.54 ,8.36 
27.17 ,27.22 ,,,14.28 ,15.47 ,8.53 ,8.36 
27.17 ,27.18 ,,,14.28 ,15.46 ,8.52 ,8.35 
27.16 ,27.18 ,,,14.28 ,15.43 ,8.50 ,8.35 
27.16 ,27.08 ,,,14.27 ,15.42 ,8.49 ,8.33 
27.16 ,26.98 ,,,14.27 ,15.40 ,8.49 ,8.31 
27.16 ,26.98 ,,,14.27 ,15.38 ,8.49 ,8.31 
27.06 ,26.98 ,,,14.26 ,15.37 ,8.48 ,8.28 
27.06 ,26.98 ,,,14.24 ,15.37 ,8.48 ,8.27 
27.06 ,26.98 ,,,14.23 ,15.37 ,8.47 ,8.26 
27.06 ,26.91 ,,,14.22 ,15.37 ,8.47 ,8.26 
27.06 ,26.88 ,,,14.21 ,15.37 ,8.46 ,8.26 
27.06 ,26.74 ,,,14.21 ,15.36 ,8.45 ,8.25 
26.89 ,26.74 ,,,14.21 ,15.34 ,8.45 ,8.23 
26.73 ,26.74 ,,,14.20 ,15.34 ,8.45 ,8.23 
26.73 ,26.74 ,,,14.20 ,15.33 ,8.43 ,8.23 
26.73 ,26.74 ,,,14.20 ,15.32 ,8.43 ,8.23 
26.73 ,26.74 ,,,14.20 ,15.32 ,8.41 ,8.22 
26.73 ,26.74 ,,,14.19 ,15.32 ,8.41 ,8.22 
26.73 ,26.70 ,,,14.14 ,15.32 ,8.40 ,8.21 
26.69 ,26.70 ,,,14.14 ,15.30 ,8.40 ,8.20 
26.68 ,26.70 ,,,14.14 ,15.30 ,8.39 ,8.20 
26.68 ,26.70 ,,,14.14 ,15.29 ,8.39 ,8.18 
26.66 ,26.70 ,,,14.14 ,15.29 ,8.38 ,8.16 
26.66 ,26.68 ,,,14.11 ,15.29 ,8.37 ,8.14 
26.66 ,26.68 ,,,14.11 ,15.29 ,8.37 ,8.13 
26.63 ,26.68 ,,,14.10 ,15.29 ,8.37 ,8.11 
26.63 ,26.68 ,,,14.08 ,15.27 ,8.36 ,8.07 
26.63 ,26.68 ,,,14.07 ,15.27 ,8.36 ,8.06 
26.63 ,26.68 ,,,14.07 ,15.22 ,8.35 ,8.06 
26.63 ,26.68 ,,,14.07 ,15.21 ,8.34 ,8.06 
26.63 ,26.68 ,,,14.07 ,15.21 ,8.34 ,8.05 
26.63 ,26.68 ,,,14.07 ,15.19 ,8.33 ,8.03 
26.63 ,26.68 ,,,14.07 ,15.17 ,8.32 ,8.03 
26.63 ,26.68 ,,,14.07 ,15.17 ,8.30 ,8.02 
26.44 ,26.68 ,,,14.07 ,15.16 ,8.30 ,8.02 
26.44 ,26.67 ,,,14.06 ,15.14 ,8.30 ,8.01 
26.44 ,26.65 ,,,14.06 ,15.13 ,8.29 ,8.00 
26.44 ,26.65 ,,,14.05 ,15.10 ,8.29 ,8.00 
26.42 ,26.65 ,,,14.05 ,15.10 ,8.28 ,8.00 
26.42 ,26.65 ,,,14.05 ,15.10 ,8.28 ,7.99 
26.41 ,26.65 ,,,14.04 ,15.09 ,8.28 ,7.98 
26.41 ,26.65 ,,,14.03 ,15.04 ,8.28 ,7.98 
26.41 ,26.65 ,,,14.03 ,15.04 ,8.28 ,7.97 
26.39 ,26.65 ,,,14.02 ,15.04 ,8.27 ,7.95 
26.39 ,26.65 ,,,14.01 ,15.02 ,8.26 ,7.95 
26.39 ,26.65 ,,,13.99 ,15.02 ,8.26 ,7.94 
26.39 ,26.59 ,,,13.99 ,15.02 ,8.26 ,7.94 
26.39 ,26.59 ,,,13.99 ,15.02 ,8.25 ,7.91 
26.39 ,26.59 ,,,13.99 ,15.02 ,8.25 ,7.91 
26.37 ,26.59 ,,,13.99 ,15.02 ,8.24 ,7.91 
26.37 ,26.59 ,,,13.98 ,15.02 ,8.22 ,7.88 
26.37 ,26.59 ,,,13.96 ,15.02 ,8.21 ,7.85 
26.36 ,26.54 ,,,13.96 ,15.00 ,8.20 ,7.81 
26.36 ,26.54 ,,,13.96 ,14.99 ,8.20 ,7.81 
26.36 ,26.54 ,,,13.96 ,14.96 ,8.19 ,7.81 
26.36 ,26.42 ,,,13.96 ,14.96 ,8.19 ,7.81 
26.36 ,26.40 ,,,13.96 ,14.94 ,8.18 ,7.79 
26.33 ,26.40 ,,,13.95 ,14.94 ,8.18 ,7.78 
26.33 ,26.40 ,,,13.95 ,14.94 ,8.18 ,7.77 
26.33 ,26.40 ,,,13.95 ,14.93 ,8.18 ,7.77 
26.33 ,26.40 ,,,13.95 ,14.93 ,8.18 ,7.76 
26.33 ,26.40 ,,,13.95 ,14.93 ,8.18 ,7.73 
26.33 ,26.40 ,,,13.95 ,14.93 ,8.17 ,7.73 
26.33 ,26.38 ,,,13.95 ,14.93 ,8.16 ,7.73 
26.28 ,26.35 ,,,13.95 ,14.93 ,8.16 ,7.71 
26.28 ,26.35 ,,,13.95 ,14.93 ,8.16 ,7.70 
26.28 ,26.31 ,,,13.95 ,14.93 ,8.15 ,7.66 
26.28 ,26.31 ,,,13.93 ,14.93 ,8.11 ,7.65 
26.25 ,26.31 ,,,13.93 ,14.91 ,8.11 ,7.63 
26.25 ,26.31 ,,,13.93 ,14.90 ,8.11 ,7.62 
26.25 ,26.31 ,,,13.93 ,14.89 ,8.10 ,7.61 
26.25 ,26.31 ,,,13.91 ,14.89 ,8.09 ,7.59 
26.25 ,26.30 ,,,13.91 ,14.89 ,8.09 ,7.58 
26.25 ,26.30 ,,,13.91 ,14.89 ,8.08 ,7.57 
26.25 ,26.30 ,,,13.89 ,14.89 ,8.08 ,7.57 
26.25 ,26.30 ,,,13.88 ,14.87 ,8.08 ,7.55 
26.22 ,26.30 ,,,13.87 ,14.87 ,8.07 ,7.54 
26.22 ,26.30 ,,,13.87 ,14.87 ,8.07 ,7.53 
26.22 ,26.27 ,,,13.87 ,14.87 ,8.06 ,7.53 
26.22 ,26.25 ,,,13.85 ,14.87 ,8.04 ,7.53 
26.22 ,26.16 ,,,13.85 ,14.87 ,8.03 ,7.53 
26.05 ,26.16 ,,,13.85 ,14.87 ,8.02 ,7.51 
25.92 ,26.16 ,,,13.84 ,14.87 ,8.01 ,7.49 
25.92 ,26.16 ,,,13.83 ,14.87 ,8.01 ,7.46 
25.92 ,26.16 ,,,13.83 ,14.84 ,8.00 ,7.46 
25.92 ,26.07 ,,,13.83 ,14.83 ,7.98 ,7.46 
25.92 ,26.07 ,,,13.82 ,14.83 ,7.96 ,7.45 
25.91 ,26.07 ,,,13.81 ,14.81 ,7.96 ,7.45 
25.83 ,26.07 ,,,13.81 ,14.80 ,7.94 ,7.45 
25.83 ,26.07 ,,,13.80 ,14.80 ,7.93 ,7.44 
25.80 ,26.07 ,,,13.80 ,14.80 ,7.93 ,7.43 
25.80 ,26.04 ,,,13.80 ,14.76 ,7.93 ,7.42 
25.80 ,26.04 ,,,13.80 ,14.76 ,7.93 ,7.41 
25.80 ,26.04 ,,,13.80 ,14.76 ,7.92 ,7.39 
25.80 ,26.04 ,,,13.80 ,14.76 ,7.92 ,7.39 
25.80 ,26.04 ,,,13.79 ,14.76 ,7.91 ,7.37 
25.70 ,26.04 ,,,13.79 ,14.76 ,7.91 ,7.37 
25.70 ,25.97 ,,,13.78 ,14.76 ,7.91 ,7.37 
25.70 ,25.96 ,,,13.78 ,14.76 ,7.91 ,7.37 
25.70 ,25.93 ,,,13.77 ,14.76 ,7.89 ,7.35 
25.70 ,25.93 ,,,13.76 ,14.75 ,7.89 ,7.34 
25.70 ,25.93 ,,,13.76 ,14.75 ,7.89 ,7.33 
25.70 ,25.93 ,,,13.76 ,14.70 ,7.88 ,7.33 
25.46 ,25.93 ,,,13.76 ,14.70 ,7.88 ,7.33 
25.42 ,25.93 ,,,13.76 ,14.69 ,7.87 ,7.32 
25.28 ,25.90 ,,,13.76 ,14.69 ,7.86 ,7.32 
25.28 ,25.89 ,,,13.75 ,14.69 ,7.85 ,7.29 
25.28 ,25.89 ,,,13.75 ,14.69 ,7.84 ,7.28 
25.20 ,25.89 ,,,13.75 ,14.68 ,7.83 ,7.28 
25.20 ,25.89 ,,,13.75 ,14.68 ,7.82 ,7.27 
25.20 ,25.89 ,,,13.75 ,14.67 ,7.82 ,7.27 
25.20 ,25.89 ,,,13.75 ,14.64 ,7.81 ,7.25 
25.20 ,25.88 ,,,13.75 ,14.64 ,7.81 ,7.25 
25.20 ,25.88 ,,,13.75 ,14.64 ,7.81 ,7.24 
25.10 ,25.87 ,,,13.74 ,14.64 ,7.81 ,7.23 
25.02 ,25.83 ,,,13.74 ,14.57 ,7.81 ,7.22 
25.02 ,25.71 ,,,13.74 ,14.56 ,7.81 ,7.22 
25.02 ,25.70 ,,,13.74 ,14.55 ,7.79 ,7.22 
25.00 ,25.67 ,,,13.74 ,14.54 ,7.79 ,7.21 
24.97 ,25.67 ,,,13.73 ,14.54 ,7.79 ,7.18 
24.97 ,25.67 ,,,13.73 ,14.53 ,7.76 ,7.17 
24.97 ,25.66 ,,,13.73 ,14.51 ,7.76 ,7.17 
24.97 ,25.59 ,,,13.72 ,14.48 ,7.75 ,7.15 
24.97 ,25.59 ,,,13.72 ,14.47 ,7.75 ,7.14 
24.95 ,25.36 ,,,13.72 ,14.47 ,7.74 ,7.13 
24.91 ,25.32 ,,,13.72 ,14.44 ,7.74 ,7.12 
24.91 ,25.32 ,,,13.72 ,14.44 ,7.70 ,7.12 
24.91 ,25.32 ,,,13.72 ,14.43 ,7.67 ,7.12 
24.91 ,25.32 ,,,13.71 ,14.42 ,7.66 ,7.11 
24.91 ,25.31 ,,,13.71 ,14.42 ,7.66 ,7.11 
24.91 ,25.31 ,,,13.71 ,14.42 ,7.66 ,7.09 
24.91 ,25.31 ,,,13.70 ,14.41 ,7.66 ,7.09 
24.86 ,25.31 ,,,13.69 ,14.40 ,7.65 ,7.09 
24.83 ,25.31 ,,,13.69 ,14.36 ,7.65 ,7.08 
24.82 ,25.23 ,,,13.69 ,14.35 ,7.65 ,7.07 
24.82 ,25.23 ,,,13.69 ,14.34 ,7.64 ,7.04 
24.82 ,25.22 ,,,13.68 ,14.33 ,7.64 ,7.01 
24.82 ,25.18 ,,,13.67 ,14.30 ,7.63 ,7.01 
24.82 ,25.18 ,,,13.66 ,14.30 ,7.62 ,7.01 
24.82 ,25.18 ,,,13.64 ,14.30 ,7.61 ,7.00 
24.78 ,25.18 ,,,13.64 ,14.27 ,7.59 ,6.98 
24.78 ,25.18 ,,,13.64 ,14.27 ,7.55 ,6.98 
24.78 ,25.18 ,,,13.64 ,14.27 ,7.53 ,6.98 
24.78 ,25.18 ,,,13.64 ,14.27 ,7.53 ,6.97 
24.78 ,25.14 ,,,13.64 ,14.27 ,7.53 ,6.95 
24.78 ,25.14 ,,,13.64 ,14.27 ,7.53 ,6.94 
24.70 ,25.14 ,,,13.63 ,14.27 ,7.53 ,6.94 
24.66 ,25.14 ,,,13.63 ,14.27 ,7.51 ,6.93 
24.56 ,25.14 ,,,13.63 ,14.27 ,7.51 ,6.92 
24.51 ,25.08 ,,,13.62 ,14.27 ,7.50 ,6.90 
24.41 ,25.04 ,,,13.62 ,14.27 ,7.50 ,6.89 
24.41 ,24.98 ,,,13.61 ,14.27 ,7.49 ,6.88 
24.41 ,24.98 ,,,13.61 ,14.27 ,7.48 ,6.88 
23.98 ,24.98 ,,,13.61 ,14.26 ,7.47 ,6.86 
23.98 ,24.98 ,,,13.61 ,14.26 ,7.47 ,6.86 
23.96 ,24.98 ,,,13.60 ,14.25 ,7.46 ,6.85 
23.88 ,24.98 ,,,13.58 ,14.24 ,7.45 ,6.85 
23.86 ,24.95 ,,,13.58 ,14.21 ,7.42 ,6.85 
23.86 ,24.90 ,,,13.56 ,14.21 ,7.42 ,6.83 
23.86 ,24.87 ,,,13.56 ,14.21 ,7.40 ,6.83 
23.86 ,24.80 ,,,13.56 ,14.21 ,7.39 ,6.82 
23.86 ,24.76 ,,,13.56 ,14.21 ,7.38 ,6.79 
23.85 ,24.71 ,,,13.55 ,14.21 ,7.38 ,6.79 
23.85 ,24.70 ,,,13.55 ,14.19 ,7.38 ,6.79 
23.84 ,24.70 ,,,13.54 ,14.19 ,7.36 ,6.78 
23.83 ,24.70 ,,,13.54 ,14.19 ,7.35 ,6.75 
23.75 ,24.70 ,,,13.54 ,14.14 ,7.35 ,6.74 
23.73 ,24.70 ,,,13.54 ,14.13 ,7.34 ,6.69 
23.73 ,24.70 ,,,13.52 ,14.13 ,7.34 ,6.68 
23.73 ,24.69 ,,,13.52 ,14.12 ,7.33 ,6.67 
23.73 ,24.68 ,,,13.52 ,14.09 ,7.33 ,6.66 
23.71 ,24.68 ,,,13.52 ,14.08 ,7.31 ,6.66 
23.67 ,24.67 ,,,13.50 ,14.07 ,7.31 ,6.66 
23.50 ,24.62 ,,,13.49 ,14.07 ,7.30 ,6.63 
23.50 ,24.62 ,,,13.48 ,14.07 ,7.30 ,6.61 
23.50 ,24.62 ,,,13.48 ,14.07 ,7.30 ,6.58 
23.50 ,24.62 ,,,13.47 ,14.07 ,7.29 ,6.57 
23.50 ,24.62 ,,,13.47 ,14.07 ,7.28 ,6.56 
23.50 ,24.62 ,,,13.47 ,14.07 ,7.28 ,6.54 
23.50 ,24.52 ,,,13.47 ,14.07 ,7.28 ,6.54 
23.50 ,24.52 ,,,13.44 ,14.07 ,7.26 ,6.54 
23.49 ,24.52 ,,,13.44 ,14.07 ,7.26 ,6.53 
23.48 ,24.52 ,,,13.44 ,14.07 ,7.23 ,6.53 
23.48 ,24.49 ,,,13.40 ,14.03 ,7.21 ,6.53 
23.48 ,24.45 ,,,13.40 ,14.03 ,7.21 ,6.52 
23.48 ,24.41 ,,,13.40 ,14.03 ,7.21 ,6.51 
23.46 ,24.40 ,,,13.40 ,14.02 ,7.21 ,6.51 
23.46 ,24.40 ,,,13.38 ,14.01 ,7.18 ,6.50 
23.44 ,24.40 ,,,13.38 ,13.99 ,7.16 ,6.50 
23.44 ,24.40 ,,,13.38 ,13.99 ,7.16 ,6.49 
23.44 ,24.39 ,,,13.38 ,13.99 ,7.15 ,6.49 
23.44 ,24.31 ,,,13.38 ,13.97 ,7.12 ,6.49 
23.44 ,24.31 ,,,13.38 ,13.97 ,7.12 ,6.49 
23.43 ,24.31 ,,,13.37 ,13.97 ,7.11 ,6.48 
23.42 ,24.31 ,,,13.37 ,13.96 ,7.11 ,6.47 
23.42 ,24.22 ,,,13.37 ,13.96 ,7.10 ,6.46 
23.41 ,24.22 ,,,13.37 ,13.96 ,7.09 ,6.44 
23.39 ,24.22 ,,,13.35 ,13.96 ,7.09 ,6.43 
23.39 ,24.22 ,,,13.33 ,13.96 ,7.06 ,6.43 
23.39 ,24.22 ,,,13.33 ,13.96 ,7.05 ,6.40 
23.28 ,24.22 ,,,13.33 ,13.94 ,7.05 ,6.39 
23.27 ,24.21 ,,,13.33 ,13.91 ,7.04 ,6.38 
23.27 ,24.21 ,,,13.33 ,13.89 ,7.01 ,6.38 
23.27 ,24.21 ,,,13.33 ,13.88 ,7.01 ,6.37 
23.27 ,24.16 ,,,13.29 ,13.86 ,7.01 ,6.37 
23.27 ,24.12 ,,,13.28 ,13.86 ,6.99 ,6.36 
23.26 ,24.08 ,,,13.28 ,13.84 ,6.99 ,6.35 
23.26 ,24.00 ,,,13.28 ,13.83 ,6.98 ,6.33 
23.26 ,24.00 ,,,13.28 ,13.83 ,6.97 ,6.31 
23.26 ,24.00 ,,,13.28 ,13.83 ,6.97 ,6.30 
23.26 ,24.00 ,,,13.28 ,13.80 ,6.95 ,6.29 
23.08 ,24.00 ,,,13.24 ,13.76 ,6.94 ,6.29 
23.07 ,24.00 ,,,13.24 ,13.75 ,6.90 ,6.29 
23.07 ,23.99 ,,,13.24 ,13.72 ,6.89 ,6.29 
23.04 ,23.96 ,,,13.24 ,13.71 ,6.88 ,6.28 
23.00 ,23.96 ,,,13.24 ,13.69 ,6.87 ,6.27 
23.00 ,23.96 ,,,13.24 ,13.69 ,6.86 ,6.27 
23.00 ,23.96 ,,,13.24 ,13.67 ,6.85 ,6.27 
23.00 ,23.96 ,,,13.23 ,13.67 ,6.83 ,6.25 
22.93 ,23.86 ,,,13.23 ,13.67 ,6.80 ,6.24 
22.92 ,23.86 ,,,13.23 ,13.67 ,6.80 ,6.23 
22.90 ,23.86 ,,,13.22 ,13.66 ,6.78 ,6.22 
22.90 ,23.86 ,,,13.22 ,13.65 ,6.78 ,6.21 
22.87 ,23.86 ,,,13.22 ,13.64 ,6.76 ,6.21 
22.87 ,23.86 ,,,13.21 ,13.61 ,6.76 ,6.20 
22.87 ,23.86 ,,,13.20 ,13.58 ,6.75 ,6.20 
22.87 ,23.86 ,,,13.20 ,13.58 ,6.74 ,6.18 
22.87 ,23.86 ,,,13.20 ,13.58 ,6.71 ,6.17 
22.81 ,23.86 ,,,13.19 ,13.57 ,6.69 ,6.16 
22.81 ,23.86 ,,,13.16 ,13.57 ,6.69 ,6.16 
22.81 ,23.86 ,,,13.16 ,13.57 ,6.67 ,6.15 
22.81 ,23.86 ,,,13.16 ,13.57 ,6.66 ,6.11 
22.81 ,23.86 ,,,13.16 ,13.57 ,6.65 ,6.10 
22.81 ,23.86 ,,,13.16 ,13.57 ,6.64 ,6.08 
22.81 ,23.86 ,,,13.16 ,13.57 ,6.63 ,6.08 
22.80 ,23.86 ,,,13.15 ,13.57 ,6.62 ,6.08 
22.80 ,23.86 ,,,13.14 ,13.57 ,6.62 ,6.07 
22.79 ,23.79 ,,,13.14 ,13.56 ,6.62 ,6.06 
22.78 ,23.79 ,,,13.14 ,13.53 ,6.61 ,6.05 
22.78 ,23.79 ,,,13.13 ,13.53 ,6.61 ,6.05 
22.78 ,23.79 ,,,13.13 ,13.52 ,6.60 ,6.04 
22.78 ,23.79 ,,,13.13 ,13.52 ,6.59 ,6.03 
22.78 ,23.79 ,,,13.12 ,13.52 ,6.58 ,6.01 
22.78 ,23.79 ,,,13.12 ,13.52 ,6.56 ,6.00 
22.74 ,23.76 ,,,13.12 ,13.52 ,6.55 ,6.00 
22.74 ,23.76 ,,,13.10 ,13.49 ,6.54 ,6.00 
22.74 ,23.69 ,,,13.09 ,13.49 ,6.54 ,5.99 
22.74 ,23.69 ,,,13.09 ,13.49 ,6.54 ,5.99 
22.74 ,23.69 ,,,13.09 ,13.49 ,6.53 ,5.99 
22.67 ,23.69 ,,,13.09 ,13.49 ,6.53 ,5.97 
22.67 ,23.69 ,,,13.09 ,13.48 ,6.51 ,5.97 
22.67 ,23.64 ,,,13.06 ,13.48 ,6.48 ,5.96 
22.67 ,23.64 ,,,13.06 ,13.46 ,6.46 ,5.96 
22.67 ,23.58 ,,,13.06 ,13.46 ,6.44 ,5.95 
22.67 ,23.58 ,,,13.05 ,13.46 ,6.43 ,5.93 
22.67 ,23.58 ,,,13.04 ,13.45 ,6.42 ,5.92 
22.64 ,23.57 ,,,13.01 ,13.45 ,6.42 ,5.92 
22.64 ,23.54 ,,,13.01 ,13.44 ,6.41 ,5.91 
22.64 ,23.54 ,,,13.01 ,13.44 ,6.40 ,5.91 
22.64 ,23.54 ,,,13.01 ,13.40 ,6.39 ,5.90 
22.64 ,23.54 ,,,13.01 ,13.40 ,6.37 ,5.90 
22.62 ,23.54 ,,,13.01 ,13.40 ,6.37 ,5.90 
22.62 ,23.53 ,,,13.01 ,13.40 ,6.36 ,5.90 
22.59 ,23.53 ,,,13.00 ,13.40 ,6.34 ,5.89 
22.56 ,23.52 ,,,13.00 ,13.40 ,6.34 ,5.85 
22.56 ,23.51 ,,,13.00 ,13.39 ,6.34 ,5.85 
22.56 ,23.51 ,,,13.00 ,13.39 ,6.33 ,5.84 
22.43 ,23.51 ,,,12.99 ,13.39 ,6.33 ,5.82 
22.43 ,23.51 ,,,12.99 ,13.35 ,6.33 ,5.81 
22.43 ,23.32 ,,,12.99 ,13.35 ,6.33 ,5.81 
22.43 ,23.29 ,,,12.99 ,13.35 ,6.32 ,5.81 
22.37 ,23.29 ,,,12.99 ,13.35 ,6.24 ,5.81 
22.24 ,23.29 ,,,12.97 ,13.35 ,6.23 ,5.81 
22.23 ,23.29 ,,,12.96 ,13.35 ,6.23 ,5.79 
22.23 ,23.29 ,,,12.93 ,13.34 ,6.22 ,5.78 
22.23 ,23.29 ,,,12.92 ,13.30 ,6.22 ,5.77 
22.23 ,23.29 ,,,12.92 ,13.30 ,6.22 ,5.77 
22.23 ,23.29 ,,,12.92 ,13.30 ,6.21 ,5.77 
22.23 ,23.29 ,,,12.92 ,13.30 ,6.20 ,5.75 
22.23 ,23.29 ,,,12.90 ,13.29 ,6.16 ,5.75 
22.22 ,23.25 ,,,12.89 ,13.29 ,6.16 ,5.74 
22.04 ,23.23 ,,,12.87 ,13.29 ,6.12 ,5.74 
21.96 ,23.23 ,,,12.86 ,13.28 ,6.12 ,5.72 
21.88 ,23.23 ,,,12.84 ,13.27 ,6.12 ,5.71 
21.73 ,23.23 ,,,12.83 ,13.26 ,6.11 ,5.70 
21.73 ,23.23 ,,,12.83 ,13.26 ,6.09 ,5.70 
21.73 ,23.23 ,,,12.83 ,13.26 ,6.09 ,5.70 
21.73 ,23.23 ,,,12.83 ,13.25 ,6.09 ,5.69 
21.73 ,23.23 ,,,12.82 ,13.24 ,6.08 ,5.69 
21.73 ,23.23 ,,,12.82 ,13.24 ,6.07 ,5.69 
21.72 ,23.23 ,,,12.82 ,13.24 ,6.06 ,5.69 
21.60 ,23.22 ,,,12.82 ,13.24 ,6.04 ,5.68 
21.60 ,23.22 ,,,12.82 ,13.24 ,6.02 ,5.66 
21.58 ,23.22 ,,,12.80 ,13.22 ,6.02 ,5.64 
21.54 ,23.22 ,,,12.80 ,13.22 ,6.00 ,5.63 
21.51 ,23.22 ,,,12.80 ,13.20 ,5.99 ,5.59 
21.51 ,23.22 ,,,12.80 ,13.20 ,5.96 ,5.58 
21.51 ,23.18 ,,,12.80 ,13.20 ,5.95 ,5.58 
21.51 ,23.18 ,,,12.79 ,13.20 ,5.94 ,5.57 
21.50 ,23.18 ,,,12.78 ,13.20 ,5.91 ,5.57 
21.47 ,23.18 ,,,12.78 ,13.20 ,5.86 ,5.56 
21.47 ,23.18 ,,,12.78 ,13.20 ,5.85 ,5.53 
21.47 ,23.18 ,,,12.78 ,13.20 ,5.85 ,5.52 
21.47 ,23.16 ,,,12.76 ,13.20 ,5.83 ,5.52 
21.47 ,23.14 ,,,12.76 ,13.20 ,5.80 ,5.51 
21.43 ,23.13 ,,,12.75 ,13.20 ,5.80 ,5.49 
21.43 ,23.13 ,,,12.72 ,13.20 ,5.79 ,5.48 
21.42 ,23.13 ,,,12.71 ,13.20 ,5.76 ,5.48 
21.42 ,23.13 ,,,12.71 ,13.20 ,5.75 ,5.45 
21.38 ,23.13 ,,,12.71 ,13.20 ,5.67 ,5.45 
21.32 ,23.11 ,,,12.71 ,13.20 ,5.66 ,5.45 
21.27 ,23.11 ,,,12.71 ,13.20 ,5.66 ,5.44 
21.27 ,23.11 ,,,12.70 ,13.20 ,5.65 ,5.43 
21.27 ,23.11 ,,,12.70 ,13.20 ,5.64 ,5.43 
21.27 ,23.11 ,,,12.70 ,13.20 ,5.61 ,5.41 
21.27 ,23.11 ,,,12.70 ,13.20 ,5.57 ,5.41 
21.22 ,23.11 ,,,12.70 ,13.20 ,5.52 ,5.40 
21.15 ,23.11 ,,,12.70 ,13.20 ,5.46 ,5.38 
21.14 ,23.11 ,,,12.70 ,13.20 ,5.42 ,5.38 
21.06 ,23.10 ,,,12.68 ,13.20 ,5.39 ,5.38 
21.06 ,23.08 ,,,12.68 ,13.20 ,5.39 ,5.38 
21.06 ,23.02 ,,,12.67 ,13.17 ,5.37 ,5.37 
21.05 ,23.02 ,,,12.67 ,13.17 ,5.32 ,5.37 
